wallet,token,wallet_age_days,avg_tx,recent_tx,tx_frequency,tx_per_min,tx_per_hour,tx_per_day,avg_time_between_tx_sec,is_high_freq,is_low_value,is_new_wallet,risk_score_rule,label,risk_probability,prediction,decision,confidence
0x0000000000085d4780b73119b644ae5ecd22b376,usdt,1992,7.408371834297274,9.99995000033333e-06,0.0040160642570281,2.788596434579609e-06,0.0001673157860747,0.0040155788657946,21516200.5,False,False,False,0.0,0,0.013714652461663425,0,ALLOW,0.9725706950766732
0x00000000003b3cc22af3ae1eac0440bcee416b40,usdt,192,12.343342908440004,10.108031005016494,1.7916666666666667,0.0012381110743996,0.0742866644639806,1.7828799471355363,48460.91860465116,False,False,False,0.0,0,0.01,0,ALLOW,0.98
0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,usdt,2,9.154357148306154,2.9590648659400256,494.0,0.2734115563427053,16.40469338056232,393.7126411334957,219.4493927125506,True,False,True,0.7,1,0.91,1,BLOCK,0.8200000000000001
0x000000000dfde7deaf24138722987c9a6991e2d4,usdt,199,14.034754489926517,15.76142049273385,1.9396984924623115,0.0013434965716473,0.0806097942988409,1.9346350631721836,44659.585492227976,False,False,False,0.0,0,0.16,0,ALLOW,0.6799999999999999
0x00000000219ab540356cbb839cbe05303d7705fa,usdt,943,0.25464299356707876,0.009950330853168083,0.0074231177094379,5.154145014962483e-06,0.0003092487008977,0.0074219688215459,11641116.0,False,False,False,0.0,0,0.015019831438441631,0,ALLOW,0.9699603371231167
0x000000002a634f97eef66251b538046514d94f4a,usdt,222,3.5012105758458927,5.08622393095334,0.045045045045045,3.1237075659945695e-05,0.0018742245395967,0.0449813889503218,1920794.4,False,False,False,0.0,0,0.017829684306492982,0,ALLOW,0.964340631387014
0x000000d40b595b94918a28b27d1e2c66f43a51d3,usdt,132,6.213837879880029,8.193417470399035,2.840909090909091,0.0019677127202395,0.1180627632143715,2.8335063171449173,30492.256,False,False,False,0.0,0,0.07,0,ALLOW,0.86
0x000000fee13a103a10d593b9ae06b3e05f2e7e1c,usdt,63,3.8057234490095193,0.11579706492132646,12.936507936507937,0.0088891894368071,0.533351366208428,12.800432789002274,6749.771779141104,False,False,False,0.0,0,0.11,0,ALLOW,0.78
0x00000b7a7a859f1b7ab55579fd4e7b0b22064f3d,usdt,190,10.450486944537412,8.764521909518802,0.0526315789473684,3.648252961104516e-05,0.0021889517766627,0.052534842639905,1644622.8,False,False,False,0.0,0,0.011896898163289003,0,ALLOW,0.976206203673422
0x00033d2d16ad53b697ff5329a0561b85ee80eae8,usdt,94,5.514311425037729,5.664487092048558,1.0957446808510638,0.0007549238626302,0.0452954317578145,1.0870903621875494,79478.213592233,False,False,False,0.0,0,0.0,0,ALLOW,1.0
0x000461a73d3985eef4923655782aa5d0de75c111,usdt,432,10.577626197522589,0.0,0.0509259259259259,3.5359655918402774e-05,0.0021215793551041,0.0509179045224999,1696849.0909090908,False,False,False,0.0,1,0.603896075355857,1,REVIEW,0.20779215071171397
0x0009776bb2fe76233fb59426cd5a0bbd10574c8c,usdt,737,9.187599135317763,9.169165502702954,0.1058344640434192,7.345025609655959e-05,0.0044070153657935,0.1057683687790458,816879.3846153846,False,False,False,0.0,0,0.13803063786624326,0,ALLOW,0.7239387242675135
0x0013333337691d6fee1c9d0e862237c33e34b278,usdt,1389,7.9055953404202555,0.0,0.115190784737221,7.994017011201583e-05,0.0047964102067209,0.1151138449613028,750561.325,False,False,False,0.0,0,0.013171207298576222,0,ALLOW,0.9736575854028475
0x0013b99e50372d609f1e1a8af83544878e99fcf7,usdt,989,7.116368983874352,3.8871983271174813,0.0131445904954499,9.119662174040476e-06,0.0005471797304424,0.0131323135306182,6579191.076923077,False,False,False,0.0,0,0.037488265894646405,0,ALLOW,0.9250234682107072
0x001cf98f2f4a6d948ce2923251ce9e55f0c58caf,usdt,28,0.0009995003330835331,0.0009995003330835331,1.0714285714285714,0.00073995510939,0.0443973065634018,1.0655353575216435,81086.0,False,True,False,0.3,1,1.0,1,BLOCK,1.0
0x002d358c4c5e6cfa940245aff281f50dad906ce2,usdt,2,0.0009995003330835331,0.0009995003330835331,5.0,0.0023767647478252,0.1426058848695156,3.4225412368683745,25244.4,False,True,True,0.5,1,1.0,1,BLOCK,1.0
0x00348851d6ec7b2b7a8faf60e73d6664c737f8b2,usdt,177,6.2753521276975075,0.00011399350249380579,0.135593220338983,9.412982856604972e-05,0.0056477897139629,0.1355469531351116,637417.5,False,False,False,0.0,0,0.01505882027971605,0,ALLOW,0.9698823594405679
0x003c9afc7efa0e5357d62cafb2d93f609edf73cf,usdt,2,7.756281127939799,0.0009995003330835331,2.5,0.0013382581232268,0.0802954873936084,1.9270916974466037,44834.4,False,False,True,0.2,0,0.04,0,ALLOW,0.92
0x003f35595dce3187b4fff2b5a2c4303f7158208a,usdt,1102,8.368868696464723,4.248495242049359,0.0172413793103448,1.1963862586348653e-05,0.0007178317551809,0.017227962124342,5015102.736842105,False,False,False,0.0,0,0.024615285906554908,0,ALLOW,0.9507694281868901
0x003f7293e7282b4c8ca4a807f3f621a0659f1c09,usdt,1771,8.03823801345955,0.0,0.0790513833992094,5.486695566659844e-05,0.0032920173399959,0.0790084161599017,1093554.3857142858,False,False,False,0.0,0,0.011567257719539892,0,ALLOW,0.9768654845609203
0x0047bb9e8a52347ce021dee379afd7fb4ce8a1c1,usdt,64,8.01079791548342,8.83401360117317,0.09375,6.410516666274914e-05,0.0038463099997649,0.0923114399943587,935962.0,False,False,False,0.0,0,0.08753988422707748,0,ALLOW,0.824920231545845
0x004a070861075119cb69def6f53adf042011946d,usdt,1129,8.652048624886692,6.902480091614995,0.0097431355181576,6.762647695841435e-06,0.0004057588617504,0.0097382126820116,8872264.636363637,False,False,False,0.0,0,0.032354410040007234,0,ALLOW,0.9352911799199856
0x004e77b6b6ae4a250ae278b4f841b4f3fba441e9,usdt,10,3.7296607038041323,2.833213344056216,2.7,0.0017497926171712,0.1049875570302778,2.5197013687266696,34289.77777777778,False,False,False,0.0,0,0.0,0,ALLOW,1.0
0x00501590e1949c9cb4a1a0ffee14459570eb1444,usdt,1,0.0009995003330835331,0.0009995003330835331,8.0,0.0121065375302663,0.7263922518159807,17.433414043583536,4956.0,False,True,True,0.5,1,1.0,1,BLOCK,1.0
0x0051cc1d8bbf0b3373b02e22ea5a2fe483266cea,usdt,18,12.037937668807693,12.206054145359047,2.333333333333333,0.0016024662719003,0.0961479763140223,2.3075514315365364,37442.28571428572,False,False,False,0.0,0,0.04,0,ALLOW,0.92
0x00520596292208e5aa75964eeae6ab0fc2a990d4,usdt,91,7.090875302749811,8.36595338245733,0.3516483516483517,0.0002437404408045,0.0146244264482752,0.3509862347586056,246163.5,False,False,False,0.0,0,0.04428571428571429,0,ALLOW,0.9114285714285715
0x0057d7c11b5e278111c13c7530edf377aa10a50d,usdt,159,7.2695688515251415,3.916016201995798,0.2264150943396226,0.0001567276656546,0.0094036599392767,0.2256878385426416,382829.6666666667,False,False,False,0.0,0,0.000847457627118644,0,ALLOW,0.9983050847457627
0x0058962144b9ae405ee629b930262c97daa66826,usdt,33,6.393972331642276,6.285998094508865,14.393939393939394,0.0098300132032598,0.5898007921955903,14.155219012694168,6103.755789473684,False,False,False,0.0,0,0.01,0,ALLOW,0.98
0x00595b15374b4409c0ab185f9a16b88547e9acb6,usdt,57,3.9395684424035764,3.873905683315018,1.9298245614035088,0.0013257931859051,0.0795475911543078,1.9091421877033887,45255.92727272727,False,False,False,0.0,0,0.05,0,ALLOW,0.9
0x005bb691041f292b280c8633e4ae56e5eefce5af,usdt,519,5.247398365261978,6.983325838105324,0.4007707129094412,0.0002781595041485,0.0166895702489153,0.4005496859739675,215703.5769230769,False,False,False,0.0,1,0.68,1,REVIEW,0.3600000000000001
0x005f1e7c981f35b05c8582d682aa9d32eec301f4,usdt,2,7.277347237920569,7.017828671568467,2.5,0.0012170977897504,0.0730258673850248,1.752620817240596,49297.6,False,False,True,0.2,0,0.0,0,ALLOW,1.0
0x005fdafc0feee36bc6c936b704989ac351704869,usdt,38,7.539199308009012,7.048386408721883,0.6842105263157895,0.000463179047205,0.0277907428323042,0.6669778279753019,129539.53846153848,False,False,False,0.0,0,0.01,0,ALLOW,0.98
0x0060ae315446f3e69a40a57a72892f3e6892b12c,usdt,34,5.845441109925269,0.3047014182463177,1.0294117647058822,0.0006997564847433,0.0419853890845985,1.0076493380303653,85744.11428571428,False,False,False,0.0,0,0.02,0,ALLOW,0.96
0x006308799a1c920e3e4c798da761c7c39d86926b,usdt,9,4.416652009742862,0.0009995003330835331,1.2222222222222223,0.000775073631995,0.0465044179197023,1.116106030072857,77412.0,False,False,False,0.0,0,0.0,0,ALLOW,1.0
0x006b1a81dc978de242206f6c8d8bbc424d9289ba,usdt,345,5.297357566086903,4.433061040552694,0.0144927536231884,1.0043367259827937e-05,0.0006026020355896,0.0144624488541522,5974092.0,False,False,False,0.0,0,0.030329568145666203,0,ALLOW,0.9393408637086675
0x006b1cff97f75a3e2873fb2125546a6de6551bfb,usdt,4,9.670622109341457,6.894061834250777,1.5,0.0008676036786395,0.0520562207183758,1.2493492972410205,69156.0,False,False,False,0.0,0,0.01,0,ALLOW,0.98
0x006e4d082359d878e6007614d497eac0f810fa91,usdt,1456,12.258751177143468,12.81377812621798,0.0528846153846153,3.67245664432422e-05,0.0022034739865945,0.0528833756782687,1633783.7532467532,False,False,False,0.0,0,0.046849826318733995,0,ALLOW,0.906300347362532
0x006ea9f116f85f811fce1dcc7f3bda4a21aca988,usdt,1,5.908157785911247,0.0009995003330835331,11.0,0.0106198107742807,0.637188646456845,15.29252751496428,5649.818181818182,False,False,True,0.2,1,1.0,1,BLOCK,1.0
0x006f8b5ed63697a79bbc3f6d9f63bf275006e93a,usdt,217,7.252006162617376,7.204892510204673,0.064516129032258,4.46689805198576e-05,0.0026801388311914,0.0643233319485949,1343214.0,False,False,False,0.0,0,0.026955049899940388,0,ALLOW,0.9460899002001192
0x00794b8f8ea44f35bb523664ca5e191f5e11babe,usdt,36,8.49284997031655,8.625807674096368,0.1666666666666666,0.0001136690865552,0.0068201451933132,0.1636834846395174,527848.0,False,False,False,0.0,0,0.01,0,ALLOW,0.98
