wallet,token,wallet_age_days,avg_tx,recent_tx,tx_frequency,tx_per_min,tx_per_hour,tx_per_day,avg_time_between_tx_sec,label,is_high_freq,is_low_value,is_new_wallet,risk_score_rule
0x182dbccd5b62686b59dd397b8c57fb00daf82ef5,usdp,50,12.048621192953059,9.166597395187077,0.2,0.0001375447708229,0.0082526862493741,0.1980644699849801,436221.6,0,False,False,False,0.0
0x2b226dfa5cd9bed2f3a171e8df549d59588b52d0,usdp,1001,7.934299485735094,9.099304656875354,0.2897102897102897,0.000201060183414,0.0120636110048419,0.2895266641162067,298418.1103448276,0,False,False,False,0.0
0x4de4fccc14eab1d69890a49471a9d57b96dd725f,usdp,8,3.9740136544290428,4.126577788455586,2.0,0.0013777662963919,0.0826659777835184,1.9839834668044436,43548.75,0,False,False,False,0.0
0x5fe8be3c63cdbe2671121cde58295e6e79cd9552,usdp,21,8.612409541072267,8.516786692164564,0.1904761904761904,0.000132192075085,0.0079315245051059,0.190356588122542,453885.0,0,False,False,False,0.0
0x7f72d8e4d53a9acc52e40c01d504c9ed7099b512,usdp,33,0.8725031932125101,0.7368481574551675,0.0909090909090909,6.1956589083249e-05,0.0037173953449949,0.0892174882798785,968420.0,0,False,False,False,0.0
0x9bf81cc31d0f1fa7ade83058509a4db154a182a2,usdp,49,6.454271584465971,6.63200177739563,0.1224489795918367,8.386986751356595e-05,0.0050321920508139,0.1207726092195349,715394.0,0,False,False,False,0.0
0x9e836967d37b29066d451d214037244153fa4b61,usdp,15,2.723002698149447,2.7828781941980756,0.4,0.0002728289635227,0.016369737811366,0.3928737074727853,219918.0,0,False,False,False,0.0
0xa88800cd213da5ae406ce248380802bd53b47647,usdp,226,3.216128396465603,0.4548606975722094,0.1194690265486725,8.274675081091815e-05,0.004964805048655,0.1191553211677221,725104.0,0,False,False,False,0.0
0xd37bbe5744d730a1d98d8dc97c42f0ca46ad7146,usdp,24,7.731767665526438,7.823551500154027,0.2916666666666667,0.0001984205722449,0.0119052343346958,0.2857256240326997,302388.0,0,False,False,False,0.0
0xe578184bc88eb48485bba23a37b5509578d2ae38,usdp,60,2.3987814609985514,2.8132106566511412,0.2,0.00013720306969,0.0082321841814007,0.197572420353618,437308.0,0,False,False,False,0.0
