wallet,token,wallet_age_days,avg_tx,recent_tx,tx_frequency,tx_per_min,tx_per_hour,tx_per_day,avg_time_between_tx_sec,label
0x61b7b515c1ec603cf21463bcac992b60fd610ca9,tusd,198,751.3219874656434,157.68906931,0.030303030303030304,2.104124715680148e-05,0.0012624748294080888,0.030299395905794127,2851542.0,0
0xe66b31678d6c16e9ebf358268a790b763c133750,tusd,54,153.13570909052498,220.5532378707,0.07407407407407407,5.132758806530922e-05,0.0030796552839185538,0.07391172681404527,1168962.0,0
0x2b226dfa5cd9bed2f3a171e8df549d59588b52d0,tusd,1083,5688.652671075742,23.63555241193797,0.06278855032317636,4.358482632728615e-05,0.002615089579637169,0.06276214991129206,1376625.8823529412,0
0xfbd9275bf42f21b7cb857e6c00ffcb99443718b5,tusd,1030,13.976259906756933,5.584270600135031,0.007766990291262136,5.389374928169737e-06,0.0003233624956901842,0.007760699896564421,11133016.5,0
0xa48241317345f6c721fbe37842cbb3bdd65dddb3,tusd,112,8539.029118119095,5015.618421873711,0.16071428571428573,0.00011075341858885377,0.006645205115331227,0.15948492276794946,541744.0,0
0x96c195f6643a3d797cb90cb6ba0ae2776d51b5f3,tusd,16,2111.5548843640004,3162.574190853,0.1875,0.00012802348804260622,0.0076814092825563726,0.18435382278135296,468664.0,0
0xc80336fb51d0372381362339200a70e2dc58c3f3,tusd,88,299.2785872767259,448.9178809150888,0.03409090909090909,2.364901084070657e-05,0.001418940650442394,0.03405457561061746,2537104.0,0
0xadacdd97b78c62d3bc261d9aa996f6349ebdbecb,tusd,45,62.592012751183205,126.18337714529399,0.13333333333333333,9.110316826451502e-05,0.005466190095870901,0.13118856230090162,658594.0,0
0x182dbccd5b62686b59dd397b8c57fb00daf82ef5,tusd,68,28327.60353863778,64051.15782640752,0.3088235294117647,0.00021281943183292255,0.012769165909975354,0.3064599818394085,281929.14285714284,0
0x6ec88a2cb932eb46dfda0280c0eadb93b6eca13b,tusd,138,465.5187804605555,0.0,0.13043478260869565,9.013339742819372e-05,0.005408003845691623,0.12979209229659897,665680.0,0
0x8df6084e3b84a65ab9dd2325b5422e5debd8944a,tusd,7,347.7975478637539,2.2545630876218e-05,0.42857142857142855,0.00028946818262226006,0.017368090957335606,0.41683418297605457,207276.66666666666,0
